2021-10-21;11:37:57;600605
2021-10-21;12:05:38;600516
2021-10-21;12:05:51;600020
2021-10-21;13:39:39;600605
2021-10-21;15:34:19;600610
2021-10-21;15:34:23;600448
2021-10-21;15:34:29;600604
2021-10-21;15:34:35;600600
2021-10-21;15:34:40;600346
2021-10-21;15:34:47;600218
2021-10-21;15:34:56;600343
2021-10-21;15:35:04;600609
2021-10-21;15:35:08;600513
2021-10-21;15:35:15;600008
2021-10-21;15:35:20;600602
2021-10-21;15:35:26;600605
2021-10-21;15:35:31;600617
2021-10-21;15:35:37;600521
2021-10-21;15:35:42;600451
2021-10-21;15:35:47;600245
2021-10-21;15:35:54;600436
2021-10-21;15:35:59;600623
2021-10-21;15:36:05;600601
2021-10-21;15:36:08;600507
2021-10-21;15:36:14;600003
2021-10-21;15:36:23;600088
2021-10-21;15:36:52;600615
2021-10-21;15:37:05;600022
2021-10-21;15:37:19;600420
2021-10-21;15:37:24;600073
2021-10-21;15:38:29;600008
2021-10-21;15:39:14;600625
2021-10-21;15:39:17;600622
2021-10-21;15:40:35;600621
2021-10-22;07:17:57;600053
2021-10-22;07:29:46;600604
2021-10-22;07:31:03;600610
2021-10-22;07:31:10;600602
2021-10-22;07:32:24;600609
2021-10-22;07:38:20;600601
2021-10-22;07:38:22;600623
2021-10-22;07:39:22;600521
2021-10-22;07:39:28;600436
2021-10-22;07:41:34;600625
2021-10-22;07:41:43;600621
2021-10-22;07:42:28;600622
2021-10-22;07:42:50;600624
2021-10-22;07:42:56;600507
2021-10-22;07:43:32;600420
2021-10-22;07:43:54;600617
2021-10-22;07:44:00;600346
2021-10-22;07:44:09;600073
2021-10-22;07:44:17;600008
2021-10-22;07:44:39;600451
2021-10-22;07:44:46;600245
2021-10-22;07:44:55;600088
2021-10-22;07:45:31;600600
2021-10-22;07:45:45;600022
2021-10-22;07:46:33;600003
2021-10-22;07:46:40;600513
2021-10-22;07:47:21;600218
2021-10-22;07:48:16;600615
2021-10-22;07:49:30;600343
2021-10-22;07:50:00;600448
2021-10-22;07:55:30;600020
2021-10-22;13:02:14;600053
2021-10-22;13:04:07;600615
2021-10-22;13:04:12;600022
2021-10-22;13:04:26;600609
2021-10-22;13:04:31;600448
2021-10-22;13:05:29;600513
2021-10-22;13:05:42;600601
2021-10-22;13:05:50;600617
2021-10-22;13:05:55;600451
2021-10-22;13:06:00;600245
2021-10-22;13:06:12;600003
2021-10-22;13:06:18;600020
2021-10-22;13:06:21;600605
2021-10-22;13:06:37;600218
2021-10-22;13:06:44;600088
2021-10-22;13:06:48;600073
2021-10-22;13:06:53;600420
2021-10-22;13:06:59;600602
2021-10-22;13:07:05;600610
2021-10-22;13:07:12;600008
2021-10-22;13:07:24;600604
2021-10-22;13:07:33;600507
2021-10-22;13:07:38;600343
2021-10-22;13:07:45;600436
2021-10-22;13:07:51;600600
2021-10-22;13:08:24;600521
2021-10-22;14:28:21;600053
2021-10-22;14:33:22;600343
2021-10-22;14:33:29;600420
2021-10-22;14:38:39;600346
2021-10-22;14:39:38;600601
2021-10-22;14:41:22;600615
2021-10-22;14:41:30;600020
2021-10-22;14:41:34;600513
2021-10-22;14:41:40;600605
2021-10-22;14:41:55;600521
2021-10-22;14:42:22;600507
2021-10-22;14:43:37;600451
2021-10-22;14:43:45;600003
2021-10-22;14:43:54;600610
2021-10-22;14:44:22;600022
2021-10-22;14:45:12;600073
2021-10-22;14:45:32;600436
2021-10-22;14:45:41;600602
2021-10-22;14:45:47;600218
2021-10-22;14:45:53;600448
2021-10-22;14:46:29;600008
2021-10-22;14:46:50;600604
2021-10-22;14:47:57;600600
2021-10-22;14:48:49;600609
2021-10-22;14:49:37;600602
2021-10-22;14:52:25;600088
2021-10-22;14:52:36;600245
2021-10-22;14:52:41;600617
2021-10-22;18:17:21;600088
2021-10-22;18:17:27;600605
2021-10-22;18:17:32;600513
2021-10-22;18:17:40;600609
2021-10-22;18:17:48;600448
2021-10-22;18:17:53;600022
2021-10-22;18:17:59;600617
2021-10-22;18:18:04;600003
2021-10-22;18:18:11;600521
2021-10-22;18:18:16;600346
2021-10-22;18:18:23;600436
2021-10-22;18:18:29;600343
2021-10-22;18:18:41;600615
2021-10-22;18:18:52;600604
2021-10-22;18:18:58;600218
2021-10-22;18:19:04;600008
2021-10-22;18:19:11;600610
2021-10-22;18:19:24;600600
2021-10-22;18:19:48;600507
2021-10-22;18:20:07;600623
2021-10-22;18:20:12;600245
2021-10-22;18:20:17;600451
2021-10-22;18:20:22;600602
2021-10-22;18:20:35;600020
2021-10-22;18:21:06;600420
2021-10-22;18:21:15;600073
2021-10-22;18:31:29;600053
2021-10-22;18:31:45;600625
2021-10-22;18:33:16;600622
2021-10-22;18:33:21;600621
2021-10-22;18:33:40;600624
2021-10-25;07:14:43;600053
2021-10-25;07:30:09;600610
2021-10-25;07:30:25;600602
2021-10-25;07:32:07;600609
2021-10-25;07:36:13;600604
2021-10-25;07:38:12;600621
2021-10-25;07:38:33;600625
2021-10-25;07:38:43;600622
2021-10-25;07:40:09;600617
2021-10-25;07:40:18;600073
2021-10-25;07:42:21;600343
2021-10-25;07:42:33;600420
2021-10-25;07:43:05;600507
2021-10-25;07:43:15;600448
2021-10-25;07:43:21;600008
2021-10-25;07:43:29;600521
2021-10-25;07:43:46;600346
2021-10-25;07:45:38;600623
2021-10-25;07:46:14;600605
2021-10-25;07:46:22;600624
2021-10-25;07:46:40;600436
2021-10-25;07:46:45;600513
2021-10-25;07:47:11;600245
2021-10-25;07:47:39;600003
2021-10-25;07:47:49;600022
2021-10-25;07:49:18;600218
2021-10-25;07:49:56;600451
2021-10-25;07:50:27;600615
2021-10-25;07:51:18;600600
2021-10-25;07:52:46;600088
2021-10-25;07:52:52;600020
2021-10-25;09:51:40;600020
2021-10-25;09:51:51;600516
2021-10-25;12:04:55;600020
2021-10-25;15:33:52;600513
2021-10-25;15:33:58;600088
2021-10-25;15:34:05;600617
2021-10-25;15:34:12;600625
2021-10-25;15:34:17;600609
2021-10-25;15:34:22;600448
2021-10-25;15:34:28;600621
2021-10-25;15:34:33;600346
2021-10-25;15:34:38;600003
2021-10-25;15:34:43;600604
2021-10-25;15:34:54;600615
2021-10-25;15:34:59;600022
2021-10-25;15:35:27;600600
2021-10-25;15:35:34;600605
2021-10-25;15:35:38;600218
2021-10-25;15:35:44;600008
2021-10-25;15:35:50;600245
2021-10-25;15:35:59;600610
2021-10-25;15:36:05;600451
2021-10-25;15:36:11;600343
2021-10-25;15:36:17;600521
2021-10-25;15:36:22;600020
2021-10-25;15:36:26;600073
2021-10-25;15:36:31;600420
2021-10-25;15:36:37;600602
2021-10-25;15:36:44;600622
2021-10-25;15:36:49;600623
2021-10-25;15:36:56;600436
2021-10-25;15:37:02;600507
2021-10-25;15:40:33;600053
2021-10-26;07:39:40;600053
2021-10-26;07:54:06;600343
2021-10-26;07:56:48;600448
2021-10-26;07:57:00;600420
2021-10-26;08:03:30;600621
2021-10-26;08:03:48;600622
2021-10-26;08:04:56;600617
2021-10-26;08:05:02;600625
2021-10-26;08:05:39;600073
2021-10-26;08:06:23;600609
2021-10-26;08:06:43;600610
2021-10-26;08:06:52;600602
2021-10-26;08:07:35;600624
2021-10-26;08:07:41;600507
2021-10-26;08:07:52;600008
2021-10-26;08:09:24;600601
2021-10-26;08:09:26;600623
2021-10-26;08:10:02;600346
2021-10-26;08:10:34;600513
2021-10-26;08:10:56;600521
2021-10-26;08:12:18;600605
2021-10-26;08:13:32;600436
2021-10-26;08:13:51;600451
2021-10-26;08:14:14;600022
2021-10-26;08:17:14;600245
2021-10-26;08:17:22;600003
2021-10-26;08:18:04;600600
2021-10-26;08:19:22;600615
2021-10-26;08:20:27;600218
2021-10-26;08:21:08;600020
2021-10-26;08:21:12;600516
2021-10-26;08:21:23;600088
2021-10-26;08:21:54;600604
2021-10-26;12:34:05;600516
2021-10-26;16:02:59;600448
2021-10-26;16:03:09;600513
2021-10-26;16:03:14;600609
2021-10-26;16:03:20;600451
2021-10-26;16:03:27;600605
2021-10-26;16:03:32;600610
2021-10-26;16:03:38;600088
2021-10-26;16:03:43;600245
2021-10-26;16:03:49;600625
2021-10-26;16:03:52;600604
2021-10-26;16:03:59;600003
2021-10-26;16:04:05;600008
2021-10-26;16:04:11;600346
2021-10-26;16:04:25;600623
2021-10-26;16:04:31;600621
2021-10-26;16:04:37;600617
2021-10-26;16:04:43;600615
2021-10-26;16:04:48;600022
2021-10-26;16:04:54;600624
2021-10-26;16:05:07;600020
2021-10-26;16:05:16;600420
2021-10-26;16:05:22;600602
2021-10-26;16:05:28;600622
2021-10-26;16:05:34;600073
2021-10-26;16:05:58;600600
2021-10-26;16:06:09;600218
2021-10-26;16:06:31;600507
2021-10-26;16:06:36;600602
2021-10-26;16:06:47;600343
2021-10-26;16:06:55;600436
2021-10-26;16:07:04;600521
2021-10-26;16:10:30;600053
2021-10-27;07:56:26;600343
2021-10-27;07:56:45;600053
2021-10-27;08:01:19;600448
2021-10-27;08:02:04;600622
2021-10-27;08:02:10;600621
2021-10-27;08:09:00;600436
2021-10-27;08:09:07;600073
2021-10-27;08:09:18;600617
2021-10-27;08:09:24;600521
2021-10-27;08:09:36;600420
2021-10-27;08:11:01;600615
2021-10-27;08:11:06;600022
2021-10-27;08:12:20;600623
2021-10-27;08:12:26;600451
2021-10-27;08:12:49;600346
2021-10-27;08:14:16;600008
2021-10-27;08:14:29;600507
2021-10-27;08:14:37;600609
2021-10-27;08:14:42;600610
2021-10-27;08:14:48;600602
2021-10-27;08:14:56;600605
2021-10-27;08:15:37;600600
2021-10-27;08:15:50;600245
2021-10-27;08:16:14;600003
2021-10-27;08:16:20;600513
2021-10-27;08:18:14;600218
2021-10-27;08:18:32;600088
2021-10-27;08:19:14;600053
2021-10-27;08:19:53;600020
2021-10-27;08:27:08;600506
2021-10-27;10:51:54;600624
2021-10-27;16:02:57;600617
2021-10-27;16:03:41;600610
2021-10-27;16:03:47;600513
2021-10-27;16:03:52;600003
2021-10-27;16:03:59;600601
2021-10-27;16:04:04;600605
2021-10-27;16:04:10;600088
2021-10-27;16:04:14;600448
2021-10-27;16:04:19;600609
2021-10-27;16:04:26;600621
2021-10-27;16:04:32;600008
2021-10-27;16:04:39;600022
2021-10-27;16:04:44;600615
2021-10-27;16:04:51;600218
2021-10-27;16:04:58;600346
2021-10-27;16:05:05;600451
2021-10-27;16:05:12;600602
2021-10-27;16:05:17;600245
2021-10-27;16:05:22;600600
2021-10-27;16:05:27;600622
2021-10-27;16:05:42;600507
2021-10-27;16:06:43;600073
2021-10-27;16:06:48;600343
2021-10-27;16:06:54;600420
2021-10-27;16:06:59;600020
2021-10-27;16:07:04;600521
2021-10-27;16:09:15;600436
2021-10-27;16:15:55;600053
2021-10-28;07:41:38;600053
2021-10-28;07:58:00;600451
2021-10-28;07:58:34;600623
2021-10-28;07:58:38;600601
2021-10-28;07:59:45;600343
2021-10-28;08:01:41;600622
2021-10-28;08:01:45;600621
2021-10-28;08:01:51;600625
2021-10-28;08:02:00;600521
2021-10-28;08:02:31;600436
2021-10-28;08:02:43;600420
2021-10-28;08:02:49;600448
2021-10-28;08:07:06;600073
2021-10-28;08:07:20;600610
2021-10-28;08:07:26;600617
2021-10-28;08:08:34;600609
2021-10-28;08:08:45;600346
2021-10-28;08:10:30;600605
2021-10-28;08:13:17;600604
2021-10-28;08:13:44;600615
2021-10-28;08:13:49;600022
2021-10-28;08:13:55;600624
2021-10-28;08:13:59;600513
2021-10-28;08:14:43;600008
2021-10-28;08:15:34;600245
2021-10-28;08:15:41;600507
2021-10-28;08:15:58;600003
2021-10-28;08:16:06;600218
2021-10-28;08:17:02;600088
2021-10-28;08:19:33;600020
2021-10-28;08:19:50;600516
2021-10-28;08:21:35;600516
2021-10-28;08:23:58;600516
2021-10-28;12:36:35;600516
2021-10-28;16:02:11;600610
2021-10-28;16:02:19;600436
2021-10-28;16:03:00;600621
2021-10-28;16:03:19;600617
2021-10-28;16:03:24;600448
2021-10-28;16:03:38;600088
2021-10-28;16:03:43;600451
2021-10-28;16:03:48;600245
2021-10-28;16:03:54;600003
2021-10-28;16:04:13;600609
2021-10-28;16:04:29;600008
2021-10-28;16:04:38;600625
2021-10-28;16:04:47;600622
2021-10-28;16:04:51;600605
2021-10-28;16:05:10;600623
2021-10-28;16:05:13;600601
2021-10-28;16:05:19;600615
2021-10-28;16:05:24;600022
2021-10-28;16:05:29;600602
2021-10-28;16:05:34;600343
2021-10-28;16:05:40;600218
2021-10-28;16:05:46;600521
2021-10-28;16:05:51;600513
2021-10-28;16:06:10;600604
2021-10-28;16:06:19;600346
2021-10-28;16:06:26;600507
2021-10-28;16:07:25;600020
2021-10-28;16:07:34;600420
2021-10-28;16:07:40;600073
2021-10-28;16:29:20;600053
2021-10-29;07:41:47;600053
2021-10-29;07:50:24;600343
2021-10-29;07:53:54;600436
2021-10-29;07:54:08;600448
2021-10-29;07:55:58;600601
2021-10-29;07:56:00;600623
2021-10-29;07:56:11;600521
2021-10-29;08:01:25;600621
2021-10-29;08:01:32;600625
2021-10-29;08:01:38;600622
2021-10-29;08:04:12;600624
2021-10-29;08:04:15;600507
2021-10-29;08:06:46;600420
2021-10-29;08:08:01;600604
2021-10-29;08:09:55;600610
2021-10-29;08:10:01;600602
2021-10-29;08:12:03;600609
2021-10-29;08:12:20;600346
2021-10-29;08:13:10;600605
2021-10-29;08:13:18;600513
2021-10-29;08:13:41;600073
2021-10-29;08:13:49;600451
2021-10-29;08:14:03;600617
2021-10-29;08:14:37;600003
2021-10-29;08:14:43;600218
2021-10-29;08:14:50;600245
2021-10-29;08:14:56;600600
2021-10-29;08:15:59;600615
2021-10-29;08:16:05;600022
2021-10-29;08:16:19;600020
2021-10-29;08:16:22;600516
2021-10-29;08:16:34;600088
2021-10-29;12:38:44;600516
2021-10-29;16:03:15;600610
2021-10-29;16:03:21;600617
2021-10-29;16:03:29;600621
2021-10-29;16:03:42;600343
2021-10-29;16:03:54;600521
2021-10-29;16:03:59;600513
2021-10-29;16:04:04;600436
2021-10-29;16:04:10;600003
2021-10-29;16:04:15;600605
2021-10-29;16:04:24;600625
2021-10-29;16:04:44;600622
2021-10-29;16:04:48;600609
2021-10-29;16:04:53;600245
2021-10-29;16:04:59;600448
2021-10-29;16:05:04;600600
2021-10-29;16:05:09;600451
2021-10-29;16:05:18;600602
2021-10-29;16:05:23;600218
2021-10-29;16:05:28;600507
2021-10-29;16:05:34;600624
2021-10-29;16:05:37;600346
2021-10-29;16:05:43;600604
2021-10-29;16:05:49;600615
2021-10-29;16:05:53;600022
2021-10-29;16:06:01;600623
2021-10-29;16:06:03;600601
2021-10-29;16:06:51;600420
2021-10-29;16:06:57;600020
2021-10-29;16:07:01;600073
2021-10-29;16:10:31;600053
2021-10-29;16:11:42;600088
2021-11-01;07:19:47;600053
2021-11-01;08:20:23;600625
2021-11-01;08:20:30;600621
2021-11-01;08:20:35;600622
2021-11-01;08:21:28;600617
2021-11-01;08:23:07;600436
2021-11-01;08:23:16;600521
2021-11-01;08:23:28;600623
2021-11-01;08:29:52;600602
2021-11-01;08:29:59;600343
2021-11-01;08:30:06;600610
2021-11-01;08:31:21;600609
2021-11-01;08:32:51;600346
2021-11-01;08:33:36;600008
2021-11-01;08:33:41;600420
2021-11-01;08:33:48;600507
2021-11-01;08:34:09;600624
2021-11-01;08:35:26;600604
2021-11-01;08:38:13;600605
2021-11-01;08:38:54;600073
2021-11-01;08:38:59;600604
2021-11-01;08:40:18;600022
2021-11-01;08:40:25;600615
2021-11-01;08:41:32;600003
2021-11-01;08:41:57;600451
2021-11-01;08:42:05;600600
2021-11-01;08:42:12;600245
2021-11-01;08:43:24;600513
2021-11-01;08:45:41;600218
2021-11-01;08:45:47;600516
2021-11-01;08:46:02;600020
2021-11-01;08:46:49;600011
2021-11-01;16:32:07;600011
2021-11-01;16:32:16;600436
2021-11-01;16:34:03;600610
2021-11-01;16:34:10;600621
2021-11-01;16:34:17;600605
2021-11-01;16:34:22;600617
2021-11-01;16:34:56;600609
2021-11-01;16:35:03;600624
2021-11-01;16:35:37;600622
2021-11-01;16:35:44;600625
2021-11-01;16:36:00;600602
2021-11-01;16:36:06;600245
2021-11-01;16:36:13;600451
2021-11-01;16:36:20;600003
2021-11-01;16:36:24;600600
2021-11-01;16:36:30;600008
2021-11-01;16:36:36;600022
2021-11-01;16:36:42;600604
2021-11-01;16:36:47;600346
2021-11-01;16:36:53;600623
2021-11-01;16:36:59;600218
2021-11-01;16:37:06;600021
2021-11-01;16:37:12;600516
2021-11-01;16:37:18;600507
2021-11-01;16:37:23;600513
2021-11-01;16:37:29;600073
2021-11-01;16:37:35;600020
2021-11-01;16:37:41;600420
2021-11-01;16:39:09;600521
2021-11-01;16:39:16;600615
2021-11-01;16:39:22;600343
2021-11-01;16:46:23;600053
2021-11-02;08:05:43;600053
2021-11-02;08:22:52;600621
2021-11-02;08:22:59;600625
2021-11-02;08:23:16;600622
2021-11-02;08:23:21;600601
2021-11-02;08:23:24;600623
2021-11-02;08:23:30;600617
2021-11-02;08:31:21;600624
2021-11-02;08:31:28;600507
2021-11-02;08:31:34;600008
2021-11-02;08:32:06;600602
2021-11-02;08:32:12;600609
2021-11-02;08:34:37;600343
2021-11-02;08:35:00;600021
2021-11-02;08:35:04;600073
2021-11-02;08:35:16;600011
2021-11-02;08:35:33;600521
2021-11-02;08:35:54;600420
